Page,title,topic,isbn,pages,year,online_access,format,editorial,ebook-price,hardcover-price,softcover-price,print-price,print-ebook-price,authors
211,Using Comparable Corpora for Under-Resourced Areas of Machine Translation,Natural Language Processing (NLP),978-3-319-99003-3,"VI, 323",2019,0,5,Springer International Publishing,119.00,159.99,NA,NA,NA,"Skadia, I. (Ed), Gaizauskas, R. (Ed), Babych, B. (Ed), Ljubei, N. (Ed), Tufi, D. (Ed), Vasijevs, A. (Ed) (2019)"
211,"Intelligent Transport Systems, From Research and Development to the Market Uptake",Computer Applications,978-3-030-14756-3,"X, 171",2019,0,5,Springer International Publishing,44.99,NA,60.00,NA,NA,"Ferreira, J. C. (Ed), Martins, A. L. (Ed), Monteiro, V. (Ed) (2019)"
212,New Directions in Music and Human-Computer Interaction,User Interfaces and Human Computer Interaction,978-3-319-92068-9,"IX, 306",2019,0,5,Springer International Publishing,129.00,169.99,NA,NA,NA,"Holland, S. (Ed), Mudd, T. (Ed), Wilkie-McKenna, K. (Ed), McPherson, A. (Ed), Wanderley, M. M. (Ed) (2019)"
212,Artificial Intelligence in IoT,"Communications Engineering, Networks",978-3-030-04109-0,"XI, 231",2019,0,5,Springer International Publishing,109.00,139.99,NA,NA,NA,"Al-Turjman, F. (Ed) (2019)"
212,Beginning LoRa Radio Networks with Arduino,Hardware and Maker,978-1-4842-4356-5,"XI, 309",2019,0,5,Apress,34.99,NA,44.99,NA,NA,"Seneviratne, P. (2019)"
212,Learning from VLSI Design Experience,Circuits and Systems,978-3-030-03237-1,"XXIX, 214",2019,0,5,Springer International Publishing,119.00,159.99,NA,NA,NA,"Lee, W. F. (2019)"
212,Transdisciplinary Multispectral Modeling and Cooperation for the Preservation of Cultural Heritage,Computer Appl. in Arts and Humanities,978-3-030-12959-0,"XXVII, 497",2019,0,5,Springer International Publishing,79.99,NA,99.99,NA,NA,"Moropoulou, A. (Ed), Korres, M. (Ed), Georgopoulos, A. (Ed), Spyrakos, C. (Ed), Mouzakis, C. (Ed) (2019)"
212,Transdisciplinary Multispectral Modeling and Cooperation for the Preservation of Cultural Heritage,Computer Appl. in Arts and Humanities,978-3-030-12956-9,"XXVIII, 569",2019,0,5,Springer International Publishing,84.99,NA,109.99,NA,NA,"Moropoulou, A. (Ed), Korres, M. (Ed), Georgopoulos, A. (Ed), Spyrakos, C. (Ed), Mouzakis, C. (Ed) (2019)"
212,"Computational and Information Technologies in Science, Engineering and Education",Simulation and Modeling,978-3-030-12202-7,"XIII, 247",2019,0,5,Springer International Publishing,64.99,NA,84.99,NA,NA,"Shokin, Y. (Ed), Shaimardanov, Z. (Ed) (2019)"
212,Security and Data Storage Aspect in Cloud Computing,"Communications Engineering, Networks",978-981-13-6088-6,"XII, 85",2019,0,5,Springer Singapore,109.00,149.99,NA,NA,NA,"Deshpande, P. S., Sharma, S. C., Peddoju, S. K. (2019)"
212,Handbook of Software Engineering,Software Engineering,978-3-030-00261-9,"XIV, 524",2019,0,5,Springer International Publishing,169.00,219.99,NA,NA,NA,"Cha, S. (Ed), Taylor, R. N. (Ed), Kang, K. (Ed) (2019)"
212,Smart Cities,Information Systems Applications (incl.Internet),978-3-030-12803-6,"X, 205",2019,0,5,Springer International Publishing,64.99,NA,84.99,NA,NA,"Nesmachnow, S. (Ed), Hernndez Callejo, L. (Ed) (2019)"
212,HumanRobot Intimate Relationships,User Interfaces and Human Computer Interaction,978-3-319-94729-7,"XXVII, 228",2019,0,5,Springer International Publishing,109.00,149.99,NA,NA,NA,"Cheok, A. D., Zhang, E. Y. (2019)"
212,Beginning Machine Learning in iOS,Apple and iOS,978-1-4842-4296-4,"XI, 157",2019,0,5,Apress,19.99,NA,27.99,NA,NA,"Thakkar, M. (2019)"
212,ECML PKDD 2018 Workshops,Artificial Intelligence,978-3-030-13452-5,"X, 257",2019,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Alzate, C. (Ed), Koprinska, I. (Ed), Kramer, S. (Ed), Lavesson, N. (Ed), Madden, M. (Ed), Molloy, I. (Ed), Nicolae, M. (Ed), Sinn, M. (Ed), Monreale, A. (Ed), Assem, H. (Ed), Bifet, A. (Ed), Buda, T. S. (Ed), Caglayan, B. (Ed), Drury, B. (Ed), Garca-Martn, E. (Ed), Gavald, R. (Ed) (2019)"
212,WALCOM: Algorithms and Computation,Algorithm Analysis and Problem Complexity,978-3-030-10563-1,"XVI, 420",2019,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"Das, G. K. (Ed), Mandal, P. S. (Ed), Mukhopadhyaya, K. (Ed), Nakano, S. (Ed) (2019)"
212,Searchable Storage in Cloud Computing,Data Storage Representation,978-981-13-2720-9,"XIII, 204",2019,0,5,Springer Singapore,119.00,159.99,NA,NA,NA,"Hua, Y., Liu, X. (2019)"
212,Audio Processing and Speech Recognition,"Signal, Image and Speech Processing",978-981-13-6097-8,"XIV, 96",2019,0,5,Springer Singapore,44.99,NA,59.99,NA,NA,"Sen, S., Dutta, A., Dey, N. (2019)"
212,Cyber Security,Systems and Data Security,978-981-13-6620-8,"X, 177",2019,0,5,Springer Singapore,,NA,59.99,NA,NA,"Yun, X. (Ed), Wen, W. (Ed), Lang, B. (Ed), Yan, H. (Ed), Ding, L. (Ed), Li, J. (Ed), Zhou, Y. (Ed) (2019)"
212,Population Health Monitoring,Public Health,978-3-319-76561-7,"XXV, 209",2019,0,5,Springer International Publishing,44.99,59.99,NA,NA,NA,"Verschuuren, M. (Ed), van Oers, H. (Ed) (2019)"
212,Information Literacy in Everyday Life,Computers and Education,978-3-030-13471-6,"XX, 630",2019,0,5,Springer International Publishing,89.00,NA,119.99,NA,NA,"Kurbanolu, S. (Ed), piranec, S. (Ed), nal, Y. (Ed), Boustany, J. (Ed), Huotari, M. L. (Ed), Grassian, E. (Ed), Mizrachi, D. (Ed), Roy, L. (Ed) (2019)"
212,Transactions on Large-Scale Data- and Knowledge-Centered Systems XLI,Data Mining and Knowledge Discovery,978-3-662-58807-9,"IX, 173",2019,0,5,Springer-Verlag Berlin Heidelberg,59.99,NA,74.99,NA,NA,"Hameurlain, A. (Ed), Wagner, R. (Ed), Dang, T. K. (Ed) (2019)"
213,Pro .NET Framework with the Base Class Library,Microsoft and .NET,978-1-4842-4190-5,"XV, 251",2019,0,5,Apress,29.99,NA,37.99,NA,NA,"Villela, R. (2019)"
213,Intelligent Automation in Renewable Energy,Artificial Intelligence,978-3-030-02235-8,"XII, 285",2019,0,5,Springer International Publishing,119.00,159.99,NA,NA,NA,"Baydyk, T., Kussul, E., Wunsch II, D. C. (2019)"
213,Business Development,Computing Milieux,978-3-658-24725-6,"IX, 110",2019,0,5,Springer Vieweg,39.99,NA,NA,NA,NA,"Kohne, A. (2019)"
213,Multi-Agent Systems,Artificial Intelligence,978-3-030-14173-8,"X, 267",2019,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Slavkovik, M. (Ed) (2019)"
213,Fundamentals of Computer Architecture and Design,Circuits and Systems,978-3-030-00222-0,"XIV, 592",2019,0,5,Springer International Publishing,84.99,109.99,NA,NA,NA,"Bindal, A. (2019)"
213,Artificial Intelligence Accelerates Human Learning,Computers and Education,978-981-13-6174-6,"XI, 151",2019,0,5,Springer Singapore,109.00,139.99,NA,NA,NA,"Nagao, K. (2019)"
213,Functional Interfaces in Java,Java,978-1-4842-4277-3,"XVII, 410",2019,0,5,Apress,39.99,NA,49.99,NA,NA,"Lecessi, R. (2019)"
213,"Machine Learning, Optimization, and Data Science",Information Systems Applications (incl.Internet),978-3-030-13708-3,"XXII, 562",2019,0,5,Springer International Publishing,79.99,NA,99.99,NA,NA,"Nicosia, G. (Ed), Pardalos, P. (Ed), Giuffrida, G. (Ed), Umeton, R. (Ed), Sciacca, V. (Ed) (2019)"
213,Data Mining,Data Mining and Knowledge Discovery,978-981-13-6660-4,"XV, 398",2019,0,5,Springer Singapore,79.99,NA,99.99,NA,NA,"Islam, R. (Ed), Koh, Y. () S. (Ed), Zhao, Y. (Ed), Warwick, G. (Ed), Stirling, D. (Ed), Li, C. (Ed), Islam, Z. (Ed) (2019)"
213,Tools for High Performance Computing 2017,Computational Science and Engineering,978-3-030-11986-7,"VII, 143",2019,0,5,Springer International Publishing,119.00,159.99,NA,NA,NA,"Niethammer, C. (Ed), Resch, M. M. (Ed), Nagel, W. E. (Ed), Brunst, H. (Ed), Mix, H. (Ed) (2019)"
213,The Theory and Practice of Social Machines,Computers and Society,978-3-030-10888-5,"XII, 260",2019,0,5,Springer International Publishing,109.00,149.99,NA,NA,NA,"Shadbolt, N., OHara, K., De Roure, D., Hall, W. (2019)"
213,"Elliptic Integrals, Elliptic Functions and Modular Forms in Quantum Field Theory",Symbolic and Algebraic Manipulation,978-3-030-04479-4,"XIII, 509",2019,0,5,Springer International Publishing,169.00,219.99,NA,NA,NA,"Blmlein, J. (Ed), Schneider, C. (Ed), Paule, P. (Ed) (2019)"
213,Algorithms for Sensor Systems,Algorithm Analysis and Problem Complexity,978-3-030-14093-9,"X, 235",2019,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Gilbert, S. (Ed), Hughes, D. (Ed), Krishnamachari, B. (Ed) (2019)"
213,"Handbook of Service Science, Volume II",Operation Research/Decision Theory,978-3-319-98511-4,"XXVII, 837",2019,0,6,Springer International Publishing,219.00,279.99,279.99,NA,NA,"Maglio, P. P. (Ed), Kieliszewski, C. A. (Ed), Spohrer, J. C. (Ed), Lyons, K. (Ed), Patrcio, L. (Ed), Sawatani, Y. (Ed) (2019)"
213,Decision Tree and Ensemble Learning Based on Ant Colony Optimization,Computational Intelligence,978-3-319-93751-9,"XI, 159",2019,0,6,Springer International Publishing,109.00,149.99,149.99,NA,NA,"Kozak, J. (2019)"
213,"Information and Communication Technologies in Education, Research, and Industrial Applications",Computers and Education,978-3-030-13928-5,"XIV, 323",2019,0,5,Springer International Publishing,79.99,NA,99.99,NA,NA,"Ermolayev, V. (Ed), Surez-Figueroa, M. C. (Ed), Yakovyna, V. (Ed), Mayr, H. C. (Ed), Nikitchenko, M. (Ed), Spivakovsky, A. (Ed) (2019)"
213,Advanced Intelligent Systems for Sustainable Development (AI2SD2018),Computational Intelligence,978-3-030-11880-8,"XI, 290",2019,0,5,Springer International Publishing,169.00,NA,219.99,NA,NA,"Ezziyyani, M. (Ed) (2019)"
213,Neural Advances in Processing Nonlinear Dynamic Signals,Computational Intelligence,978-3-319-95097-6,"XII, 318",2019,0,6,Springer International Publishing,129.00,169.99,169.99,NA,NA,"Esposito, A. (Ed), Faundez-Zanuy, M. (Ed), Morabito, F. C. (Ed), Pasero, E. (Ed) (2019)"
213,Open Data Politics,Public Policy,978-3-030-11409-1,"XV, 111",2019,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Kassen, M. (2019)"
213,Intergenerational Connections in Digital Families,"Communications Engineering, Networks",978-3-030-11946-1,"IX, 137",2019,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Taipale, S. (2019)"
214,Building Xamarin.Forms Mobile Apps Using XAML,Microsoft and .NET,978-1-4842-4029-8,"XXVIII, 426",2019,0,5,Apress,29.99,NA,37.99,NA,NA,"Hermes, D., Mazloumi, N. (2019)"
214,Applied Cryptography in .NET and Azure Key Vault,Microsoft and .NET,978-1-4842-4374-9,"XVIII, 228",2019,0,5,Apress,29.99,NA,37.99,NA,NA,"Haunts, S. (2019)"
214,Introducing Dart Sass,Web Development,978-1-4842-4371-8,"XVII, 206",2019,0,5,Apress,19.99,NA,29.99,NA,NA,"Libby, A. (2019)"
214,Disaster Robotics,Robotics and Automation,978-3-030-05320-8,"XI, 534",2019,0,5,Springer International Publishing,129.00,169.99,NA,NA,NA,"Tadokoro, S. (Ed) (2019)"
214,Logic and Its Applications,Mathematical Logic and Formal Languages,978-3-662-58770-6,"XVI, 195",2019,0,5,Springer-Verlag Berlin Heidelberg,44.99,NA,59.99,NA,NA,"Khan, M. A. (Ed), Manuel, A. (Ed) (2019)"
214,Transactions on Rough Sets XXI,Artificial Intelligence,978-3-662-58767-6,"IX, 325",2019,0,5,Springer-Verlag Berlin Heidelberg,84.99,NA,109.99,NA,NA,"Peters, J. F. (Ed), Skowron, A. (Ed) (2019)"
214,Information and Communication Technologies in Modern Agricultural Development,Information Systems and Communication Service,978-3-030-12997-2,"X, 207",2019,0,5,Springer International Publishing,64.99,NA,84.99,NA,NA,"Salampasis, M. (Ed), Bournaris, T. (Ed) (2019)"
214,Web Searching and Mining,Database Management,978-981-13-3052-0,"XVI, 166",2019,0,5,Springer Singapore,129.00,169.99,NA,NA,NA,"Mukhopadhyay, D. (Ed) (2019)"
214,Digital Image Processing using SCILAB,"Signal, Image and Speech Processing",978-3-319-89532-1,"XVIII, 154",2019,0,6,Springer International Publishing,129.00,169.99,169.99,NA,NA,"Thanki, R. M., Kothari, A. M. (2019)"
214,"Modelling and Simulation in Science, Technology and Engineering Mathematics",Simulation and Modeling,978-3-319-74807-8,"XIV, 693",2019,0,6,Springer International Publishing,109.00,139.99,139.99,NA,NA,"Chattopadhyay, S. (Ed), Roy, T. (Ed), Sengupta, S. (Ed), Berger-Vachon, C. (Ed) (2019)"
214,Man-Machine-Environment System Engineering,Robotics and Automation,978-981-13-2480-2,"XXII, 727",2019,0,6,Springer Singapore,229.00,299.99,299.99,NA,NA,"Long, S. (Ed), Dhillon, B. S. (Ed) (2019)"
214,Electronic Governance and Open Society: Challenges in Eurasia,Computers and Society,978-3-030-13282-8,"XVI, 494",2019,0,5,Springer International Publishing,59.99,NA,79.99,NA,NA,"Chugunov, A. (Ed), Misnikov, Y. (Ed), Roshchin, E. (Ed), Trutnev, D. (Ed) (2019)"
214,Computational Intelligence in Sensor Networks,Computational Intelligence,978-3-662-57275-7,"XIV, 488",2019,0,6,Springer-Verlag Berlin Heidelberg,169.00,219.99,219.99,NA,NA,"Mishra, B. B. (Ed), Dehuri, S. (Ed), Panigrahi, B. K. (Ed), Nayak, A. K. (Ed), Mishra, B. S. P. (Ed), Das, H. (Ed) (2019)"
214,Evolutionary Computation and Complex Networks,"Communications Engineering, Networks",978-3-319-59998-4,"XIX, 148",2019,0,6,Springer International Publishing,109.00,149.99,149.99,NA,NA,"Liu, J., Abbass, H. A., Tan, K. C. (2019)"
214,The Joys of Hashing,"Programming Languages, Compilers, Interpreters",978-1-4842-4065-6,"XI, 206",2019,0,5,Apress,24.99,NA,34.99,NA,NA,"Mailund, T. (2019)"
214,On the Move to Meaningful Internet Systems: OTM 2018 Workshops,Information Systems Applications (incl.Internet),978-3-030-11682-8,"XXIII, 261",2019,0,5,Springer International Publishing,54.99,NA,69.99,NA,NA,"Debruyne, C. (Ed), Panetto, H. (Ed), Gudria, W. (Ed), Bollen, P. (Ed), Ciuciu, I. (Ed), Meersman, R. (Ed) (2019)"
214,ECML PKDD 2018 Workshops,Artificial Intelligence,978-3-030-13462-4,"X, 173",2019,0,5,Springer International Publishing,44.99,NA,59.99,NA,NA,"Alzate, C. (Ed), Pascolutti, S. (Ed), Pensa, R. G. (Ed), Robardet, C. (Ed), Squartini, T. (Ed), Monreale, A. (Ed), Bioglio, L. (Ed), Bitetta, V. (Ed), Bordino, I. (Ed), Caldarelli, G. (Ed), Ferretti, A. (Ed), Guidotti, R. (Ed), Gullo, F. (Ed) (2019)"
214,Transactions on Intelligent Welding Manufacturing,Robotics and Automation,978-981-10-8739-4,"X, 181",2019,0,6,Springer Singapore,169.00,219.99,219.99,NA,NA,"Chen, S. (Ed), Zhang, Y. (Ed), Feng, Z. (Ed) (2019)"
214,International Telecommunications Conference,"Communications Engineering, Networks",978-981-13-0407-1,"XI, 310",2019,0,6,Springer Singapore,189.00,249.99,249.99,NA,NA,"Boyaci, A. (Ed), Ekti, A. R. (Ed), Aydin, M. A. (Ed), Yarkan, S. (Ed) (2019)"
214,"Parallel and Distributed Computing, Applications and Technologies",Computer Communication Networks,978-981-13-5906-4,"XIII, 484",2019,0,5,Springer Singapore,79.99,NA,99.99,NA,NA,"Park, J. H. (Ed), Shen, H. (Ed), Sung, Y. (Ed), Tian, H. (Ed) (2019)"
215,Computational Intelligence and Intelligent Systems,Artificial Intelligence,978-981-13-6472-3,"XI, 378",2019,0,5,Springer Singapore,79.99,NA,99.99,NA,NA,"Peng, H. (Ed), Deng, C. (Ed), Wu, Z. (Ed), Liu, Y. (Ed) (2019)"
215,"Brainlesion: Glioma, Multiple Sclerosis, Stroke and Traumatic Brain Injuries",Image Processing and Computer Vision,978-3-030-11722-1,"XXI, 477",2019,0,5,Springer International Publishing,69.99,NA,89.99,NA,NA,"Crimi, A. (Ed), Bakas, S. (Ed), Kuijf, H. (Ed), Keyvan, F. (Ed), Reyes, M. (Ed), van Walsum, T. (Ed) (2019)"
215,"Brainlesion: Glioma, Multiple Sclerosis, Stroke and Traumatic Brain Injuries",Image Processing and Computer Vision,978-3-030-11725-2,"XXI, 521",2019,0,5,Springer International Publishing,79.99,NA,99.99,NA,NA,"Crimi, A. (Ed), Bakas, S. (Ed), Kuijf, H. (Ed), Keyvan, F. (Ed), Reyes, M. (Ed), van Walsum, T. (Ed) (2019)"
215,Future Telco,Services,978-3-319-77723-8,"XIV, 420",2019,0,6,Springer International Publishing,69.99,89.99,89.99,NA,NA,"Krssel, P. (Ed) (2019)"
215,Innovative Security Solutions for Information Technology and Communications,Systems and Data Security,978-3-030-12941-5,"XIII, 530",2019,0,5,Springer International Publishing,79.99,NA,99.99,NA,NA,"Lanet, J. (Ed), Toma, C. (Ed) (2019)"
215,Models of Neurons and Perceptrons: Selected Problems and Challenges,Computational Intelligence,978-3-319-90139-8,"VI, 156",2019,0,6,Springer International Publishing,129.00,169.99,169.99,NA,NA,"Bielecki, A. (2019)"
215,Information Management and Big Data,Information Systems and Communication Service,978-3-030-11679-8,"XIX, 382",2019,0,5,Springer International Publishing,79.99,NA,99.99,NA,NA,"Lossio-Ventura, J. A. (Ed), Muante, D. (Ed), Alatrista-Salas, H. (Ed) (2019)"
215,Complex Enterprise Architecture,Computer Applications,978-1-4842-4305-3,"XV, 155",2019,0,5,Apress,29.99,NA,37.99,NA,NA,"McDowall, J. D. (2019)"
215,"Collaborative Computing: Networking, Applications and Worksharing",Information Storage and Retrieval,978-3-030-12980-4,"XV, 769",2019,0,5,Springer International Publishing,99.00,NA,131.00,NA,NA,"Gao, H. (Ed), Wang, X. (Ed), Yin, Y. (Ed), Iqbal, M. (Ed) (2019)"
215,Transactions on Intelligent Welding Manufacturing,Robotics and Automation,978-981-13-3650-8,"XVI, 171",2019,0,5,Springer Singapore,149.00,199.99,NA,NA,NA,"Chen, S. (Ed), Zhang, Y. (Ed), Feng, Z. (Ed) (2019)"
215,Smart Techniques for a Smarter Planet,Computational Intelligence,978-3-030-03130-5,"XII, 304",2019,0,5,Springer International Publishing,129.00,169.99,NA,NA,NA,"Mishra, M. K. (Ed), Mishra, B. S. P. (Ed), Patel, Y. S. (Ed), Misra, R. (Ed) (2019)"
215,FlexSim in Academe: Teaching and Research,Simulation and Modeling,978-3-030-04518-0,"VIII, 143",2019,0,5,Springer International Publishing,109.00,139.99,NA,NA,NA,"Pawlewski, P. (Ed), Hoffa-Dabrowska, P. (Ed), Golinska-Dawson, P. (Ed), Werner-Lewandowska, K. (Ed) (2019)"
215,Resilience of Cyber-Physical Systems,Security,978-3-319-95596-4,"XVII, 229",2019,0,5,Springer International Publishing,109.00,149.99,NA,NA,NA,"Flammini, F. (Ed) (2019)"
215,Advanced Intelligent Systems for Sustainable Development (AI2SD2018),Computational Intelligence,978-3-030-11877-8,"X, 130",2019,0,5,Springer International Publishing,139.00,NA,179.99,NA,NA,"Ezziyyani, M. (Ed) (2019)"
215,Advanced Intelligent Systems for Sustainable Development (AI2SD2018),Computational Intelligence,978-3-030-11883-9,"XI, 328",2019,0,5,Springer International Publishing,229.00,NA,299.99,NA,NA,"Ezziyyani, M. (Ed) (2019)"
215,Innovations in Smart Cities Applications Edition 2,Computational Intelligence,978-3-030-11195-3,"XXIII, 1234",2019,0,5,Springer International Publishing,219.00,NA,279.99,NA,NA,"Ben Ahmed, M. (Ed), Boudhir, A. A. (Ed), Younes, A. (Ed) (2019)"
215,Pervasive Computing: A Networking Perspective and Future Directions,Simulation and Modeling,978-981-13-3461-0,"XXI, 163",2019,0,5,Springer Singapore,109.00,149.99,NA,NA,NA,"Bhargava, D. (Ed), Vyas, S. (Ed) (2019)"
215,Artificial Intelligence in Medical Imaging,Imaging / Radiology,978-3-319-94877-5,"XV, 373",2019,0,5,Springer International Publishing,109.00,149.99,NA,NA,NA,"Ranschaert, E. R. (Ed), Morozov, S. (Ed), Algra, P. R. (Ed) (2019)"
215,"Advances in Internet, Data and Web Technologies",Computational Intelligence,978-3-030-12838-8,"XXV, 579",2019,0,5,Springer International Publishing,219.00,NA,279.99,NA,NA,"Barolli, L. (Ed), Xhafa, F. (Ed), Khan, Z. A. (Ed), Odhabi, H. (Ed) (2019)"
215,Introduction to Hybrid Intelligent Networks,Artificial Intelligence,978-3-030-02160-3,"IX, 292",2019,0,5,Springer International Publishing,69.99,89.99,NA,NA,NA,"Guan, Z., Hu, B., Shen, X. (. (2019)"
216,Green Energy and Networking,Computer Communication Networks,978-3-030-12949-1,"X, 209",2019,0,5,Springer International Publishing,54.99,NA,72.00,NA,NA,"Afonso, J. L. (Ed), Monteiro, V. (Ed), Pinto, J. G. (Ed) (2019)"
216,Underwater Real-Time 3D Acoustical Imaging,"Signal, Image and Speech Processing",978-981-13-3743-7,"XIII, 115",2019,0,5,Springer Singapore,109.00,149.99,NA,NA,NA,"Chi, C. (2019)"
216,"On the Cognitive, Ethical, and Scientific Dimensions of Artificial Intelligence",Computers and Society,978-3-030-01799-6,"VII, 403",2019,0,5,Springer International Publishing,139.00,179.99,NA,NA,NA,"Berkich, D. (Ed), d'Alfonso, M. V. (Ed) (2019)"
